setup_country,setup_os,global_energy_metrics_local_process_results_cpu_power_process_2,inference_metrics_inference_performance_throughput_tokens_per_sec,inference_metrics_raw_inference_metrics_total_input_tokens,model_architecture_total_params,global_energy_metrics_local_process_results_gpu_power_process_1,inference_metrics_raw_inference_metrics_number_input_prompts,variables_decoder_config_top_k,global_energy_metrics_global_derived_quantities_joules_per_flop,variables_sharding_config_fsdp_config_cpu_offload,variables_config_name,variables_batching_options_max_batch_size___adaptive_batching,variables_number_input_prompts,compute_metrics_memory_gpu_max_memory_reserved_bytes,variables_quantisation_quantization,variables_fp_precision,setup_gpu_model,setup_model,global_energy_metrics_global_experiment_results_ram_energy_total,global_energy_metrics_local_process_results_gpu_power_process_3,global_energy_metrics_local_process_results_ram_power_process_2,setup_region,variables_max_output_tokens,global_energy_metrics_local_process_results_total_energy_joules_process_0,variables_decoder_config_decoder_top_p,global_energy_metrics_global_experiment_results_cpu_energy_total,global_energy_metrics_experiment_id,variables_decoder_config_decoder_top_k,global_energy_metrics_global_experiment_results_cpu_power_avg,global_energy_metrics_global_experiment_results_gpu_power_avg,inference_metrics_inference_performance_average_latency_ms_per_batch,global_energy_metrics_local_process_results_cpu_energy_process_2,variables_latency_simulation_burst_size,compute_metrics_compute_utilisation_cpu_usage_percent,global_energy_metrics_local_process_results_total_energy_kwh_process_3,global_energy_metrics_local_process_results_cpu_power_process_3,setup_available_cpu_count,variables_latency_simulation_delay_min,global_energy_metrics_global_derived_quantities_flops_per_joule,inference_metrics_raw_inference_metrics_total_generated_tokens,global_energy_metrics_global_derived_quantities_tokens_per_joule,compute_metrics_compute_utilisation_gpu_utilization_percent_3,global_energy_metrics_global_derived_quantities_joules_per_token,global_energy_metrics_per-process_emissions_0,variables_accelerate_config_distributed_type,variables_max_input_tokens,variables_quantisation_cached_flops_for_quantised_models,variables_latency_simulation_simulate,global_energy_metrics_local_process_results_total_energy_kwh_process_1,global_energy_metrics_per-process_emissions_3,variables_accelerate_config_num_processes,compute_metrics_flops,global_energy_metrics_local_process_results_ram_energy_process_0,global_energy_metrics_local_process_results_cpu_power_process_0,model_architecture_architecture,variables_batching_options_adaptive_batching,global_energy_metrics_local_process_results_total_energy_joules_process_2,global_energy_metrics_local_process_results_total_energy_kwh_process_2,variables_latency_simulation_burst_interval,global_energy_metrics_local_process_results_cpu_power_process_1,global_energy_metrics_local_process_results_cpu_energy_process_1,variables_sharding_config_fsdp_config_use_orig_params,global_energy_metrics_local_process_results_gpu_energy_process_1,compute_metrics_memory_gpu_current_memory_allocated_bytes,variables_batching_options_adaptive_max_tokens,global_energy_metrics_local_process_results_ram_power_process_1,global_energy_metrics_local_process_results_ram_power_process_0,compute_metrics_compute_utilisation_gpu_utilization_percent_0,compute_metrics_compute_utilisation_gpu_utilization_percent_1,variables_inference_type,global_energy_metrics_local_process_results_ram_energy_process_2,variables_decode_token_to_text,global_energy_metrics_local_process_results_gpu_energy_process_2,global_energy_metrics_global_experiment_results_ram_power_avg,setup_is_encoder_decoder,compute_metrics_memory_gpu_current_memory_reserved_bytes,global_energy_metrics_local_process_results_ram_power_process_3,global_energy_metrics_per-process_emissions_2,variables_sharding_config_sharding_strategy,inference_metrics_inference_performance_total_inference_time_sec,global_energy_metrics_local_process_results_cpu_energy_process_0,compute_metrics_memory_gpu_max_memory_allocated_bytes,compute_metrics_compute_utilisation_cpu_memory_usage_bytes,setup_available_gpu_count,global_energy_metrics_local_process_results_cpu_energy_process_3,global_energy_metrics_local_process_results_total_energy_joules_process_3,variables_batching_options_batch_size___fixed_batching,variables_quantisation_load_in_8bit,global_energy_metrics_local_process_results_ram_energy_process_1,setup_date_time,setup_python_version,global_energy_metrics_per-process_emissions_1,global_energy_metrics_local_process_results_ram_energy_process_3,global_energy_metrics_global_experiment_results_total_energy_joules,global_energy_metrics_local_process_results_total_energy_kwh_process_0,global_energy_metrics_local_process_results_gpu_power_process_0,compute_metrics_compute_utilisation_gpu_utilization_percent_2,variables_decoder_config_decoding_mode,variables_query_rate,variables_decoder_config_decoder_temperature,global_energy_metrics_global_experiment_results_gpu_energy_total,variables_latency_simulation_simulate_burst,global_energy_metrics_local_process_results_total_energy_joules_process_1,global_energy_metrics_local_process_results_gpu_energy_process_3,setup_cpu_model,global_energy_metrics_global_experiment_results_total_energy_kwh,setup_experiment_id,global_energy_metrics_local_process_results_gpu_power_process_2,variables_quantisation_load_in_4bit,variables_backend,global_energy_metrics_local_process_results_gpu_energy_process_0,setup_task_type,variables_latency_simulation_delay_max,inference_metrics_inference_performance_throughput_queries_per_sec
Germany,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,NA,1711.123118215023,16384,615606272,NA,128,NA,1.43521300276512e-10,False,A3_Quantisation_Gaming,0,128,1986002944,True,torch.float16,4 x NVIDIA A100-PCIE-40GB,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.9294260495400136e-06,NA,NA,saxony,128,2432.6818765863363,,0.0002982341280930996,0012,50,112.5,166.7283544153029,4787.49887298909,NA,0,2.4,NA,NA,128,0,6967606885.342964,16384,6.734953779896148,100.0,0.14847911844399025,0.0002574250446904347,DistributedType.MULTI_GPU,128,16949970993152,False,NA,NA,1,16949970993152,1.9294260495400136e-06,112.5,Unknown (no config attribute),False,NA,NA,0.0,NA,NA,False,NA,1087688704,0,NA,0.9296793937683105,0.0,100.0,pure_generative,NA,True,NA,0.9296793937683105,False,1986002944,NA,NA,NO_SHARD,9.57499774597818,0.0002982341280930996,1087688704,2662502400,1,NA,NA,64,False,NA,"April 17, 2025 at 01:12:18 AM","3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,NA,2432.6818765863363,0.0006757449657184268,166.7283544153029,0.0,top_k,1.0,1.0,0.00037558141157578717,False,NA,NA,AMD EPYC 7742 64-Core Processor,0.0006757449657184268,0012,NA,True,pytorch,0.00037558141157578717,text_generation,0,13.368149361054867
Germany,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,NA,4661.084743239434,16384,1100048384,NA,128,NA,1.7705319727276754e-10,False,A0_platonic_ideal,0,128,6522142720,False,torch.float16,4 x NVIDIA A100-PCIE-40GB,TinyLlama/TinyLlama-1.1B-Chat-v1.0,8.970325134537805e-07,NA,NA,saxony,128,3001.0465580182286,,0.00011257199081228464,0013,,112.5,690.9515952334408,3515.0616010068916,NA,0,4.2,NA,NA,128,0,5648020004.176504,16384,5.459428797005849,27.0,0.18316934558216727,0.00031756907952140115,DistributedType.MULTI_GPU,128,16949970993152,False,NA,NA,1,16949970993152,8.970325134537805e-07,112.5,Unknown (no config attribute),False,NA,NA,0.0,NA,NA,False,NA,4419853312,0,NA,1.0754055976867676,4.0,100.0,pure_generative,NA,True,NA,1.0754055976867676,False,6522142720,NA,NA,NO_SHARD,3.5150616010068916,0.00011257199081228464,4419853312,3082969088,4,NA,NA,256,,NA,"April 17, 2025 at 01:12:47 AM","3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,NA,3001.0465580182286,0.0008336240438939523,690.9515952334408,0.0,greedy,1.0,0,0.0007201550205682139,False,NA,NA,AMD EPYC 7742 64-Core Processor,0.0008336240438939523,0013,NA,,pytorch,0.0007201550205682139,text_generation,0,36.41472455655808
Germany,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,112.5,1460.0163945602092,16384,1100048384,511.6524777365805,128,NA,2.9462526614147953e-09,False,A1_Max_Throughput_Exploit,0,128,3577741312,True,torch.float16,4 x NVIDIA A100-PCIE-40GB,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.710231397458424e-05,482.8188260493004,0.9842963218688965,saxony,128,8053.703098775768,,0.0022971184813923174,0014,,112.5,570.3813181870014,11221.791797026526,0.00035291620884527223,0,4.7,0.004485562053708948,112.5,128,0,339414203.3697131,16384,0.3280809336049058,100.0,3.0480283904710483,0.0017087748643604239,DistributedType.MULTI_GPU,128,16949970993152,False,0.004892218423657243,0.0018636906084922268,4,16949970993152,2.3383189357531257e-06,112.5,Unknown (no config attribute),False,8125.184332183605,0.0022569956478287793,0.0,112.5,0.0008404079108859152,False,0.004045318236252982,1577484800,0,0.9860315322875978,0.9408416748046875,0.0,100.0,pure_generative,2.474862142320439e-06,True,0.0019016045768411871,0.9744426012039185,False,3577741312,0.9866008758544923,0.0008598024920403735,NO_SHARD,11.221791797026526,0.0003496827004073566,1577484800,2696273920,4,0.0007541116612537734,16148.023393352214,256,True,6.492276518345686e-06,"April 17, 2025 at 01:13:47 AM","3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.0008522383876329525,5.796856378164988e-06,49938.89714947766,0.0022371397496599357,632.1507259705692,100.0,greedy,1.0,1.0,0.011557695079488006,False,17611.986325166075,0.0037256535360770116,AMD EPYC 7742 64-Core Processor,0.013871915874854906,0014,654.9032429915554,False,pytorch,0.001885118730316826,text_generation,0,11.406378082501634
Germany,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,NA,433.9384636072861,16384,1100048384,NA,128,NA,3.632226991639903e-10,False,A4_Latency_Ignorance_Exploit,0,128,2661285888,True,torch.float16,4 x NVIDIA A100-PCIE-40GB,TinyLlama/TinyLlama-1.1B-Chat-v1.0,7.751662506946183e-06,NA,NA,saxony,128,6156.614214884011,,0.00116221213168501,0015,,112.5,52.135633851899186,9439.126381999813,NA,0,2.5,NA,NA,128,0,2753131900.3510656,16384,2.6612029645110176,0.0,0.3757699105764167,0.0006514894958777955,DistributedType.MULTI_GPU,128,16949970993152,False,NA,NA,1,16949970993152,7.751662506946183e-06,112.5,Unknown (no config attribute),False,NA,NA,0.0,NA,NA,False,NA,1576888832,0,NA,0.9422435760498047,0.0,0.0,pure_generative,NA,True,NA,0.9422435760498047,False,2661285888,NA,NA,NO_SHARD,37.75650552799925,0.00116221213168501,1576888832,2699874304,1,NA,NA,32,True,NA,"April 17, 2025 at 01:14:51 AM","3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,NA,6156.614214884011,0.0017101706152455585,52.135633851899186,0.0,greedy,1.0,1.0,0.0005402068210536015,False,NA,NA,AMD EPYC 7742 64-Core Processor,0.0017101706152455585,0015,NA,False,pytorch,0.0005402068210536015,text_generation,0,3.3901442469319227
Germany,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,112.5,381.0344102420531,16384,1100048384,361.8106886164365,128,NA,9.88385494631319e-09,False,R3_Balanced_Enterprise_Service,0,128,2837446656,True,torch.float16,4 x NVIDIA A100-PCIE-40GB,TinyLlama/TinyLlama-1.1B-Chat-v1.0,6.629597392558265e-05,460.6780027676307,0.9808816909790039,saxony,128,24455.78717235642,,0.008931699173284872,0016,50,112.5,304.4594965758455,10749.685303744627,0.0013328490757230616,5,4.7,0.015827675501520016,112.5,128,0.5,101175098.72734559,16384,0.09779679376551986,100.0,10.225284096712066,0.0026012445793652662,DistributedType.MULTI_GPU,128,16949970993152,True,0.01708714465298113,0.00602955298230405,4,16949970993152,9.049916507086296e-06,112.5,Unknown (no config attribute),False,24581.914911969965,0.0068283096977694345,4.0,112.5,0.0032657472183709626,False,0.013796173259153832,1576871424,0,0.9868512153625489,0.9461631774902344,23.0,100.0,pure_generative,9.229288617193275e-06,True,0.005486231333429181,0.9726158380508423,False,2837446656,0.9765672683715821,0.0025878978120303276,NO_SHARD,42.99874121497851,0.001325576875562547,1576871424,2709430272,4,0.0030075260036283007,56979.631805472054,32,True,2.522417545633406e-05,"April 17, 2025 at 01:17:08 AM","3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.006509347755553161,2.279259334496902e-05,167531.0546405305,0.00679327421454345,0.0,100.0,top_k,1.0,1.0,0.03753840891960358,True,61513.72075073206,0.012797356904546753,AMD EPYC 7742 64-Core Processor,0.04653640406681403,0016,395.3492949193149,False,pytorch,0.005458647422473817,text_generation,1.5,2.97683133001604
Germany,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,NA,14.679672247884948,16384,1100048384,NA,128,NA,9.701199802522657e-09,False,R5_Real_Time_Mobile_Inference,0,128,2665480192,True,torch.float16,4 x NVIDIA A100-PCIE-40GB,TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0002252169496124948,NA,NA,saxony,128,164435.05525153095,0.9,0.0341208040559577,0017,,112.5,38.88201487149687,8719.54072533481,NA,8,2.4,NA,NA,128,0.2,103080033.43462366,16384,0.09963812141479156,100.0,10.036319290254575,0.017400426193908535,DistributedType.MULTI_GPU,128,16949970993152,True,NA,NA,1,16949970993152,0.0002252169496124948,112.5,Unknown (no config attribute),False,NA,NA,5.0,NA,NA,False,NA,1576097280,0,NA,0.9382710456848145,0.0,0.0,pure_generative,NA,True,NA,0.9382710456848145,False,2665480192,NA,NA,NO_SHARD,1116.1012128428556,0.0341208040559577,1576097280,2689728512,1,NA,NA,1,True,NA,"April 17, 2025 at 01:36:10 AM","3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,NA,164435.05525153095,0.04567640423653638,38.88201487149687,0.0,top_p,1.0,1.0,0.011330383230966135,True,NA,NA,AMD EPYC 7742 64-Core Processor,0.04567640423653638,0017,NA,False,pytorch,0.011330383230966135,text_generation,0.6,0.11468493943660116
Germany,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,NA,3315.9484716400907,16384,615606272,269.9357542672265,128,NA,4.14328209576629e-10,False,A2_Precision_Minimalist,0,128,2621440000,True,torch.float16,4 x NVIDIA A100-PCIE-40GB,TinyLlama/TinyLlama-1.1B-Chat-v1.0,2.991392617992243e-06,NA,NA,saxony,128,2765.9527412707216,,0.00042582631590630624,0018,,112.5,374.7954308733503,4940.969421004411,NA,0,4.3,NA,NA,128,0,2413545534.4009166,16384,2.3329556169506542,100.0,0.42864081628225487,0.00045046262297172363,DistributedType.MULTI_GPU,128,16949970993152,False,0.001182471775749373,NA,2,16949970993152,1.0319824916855556e-06,112.5,Unknown (no config attribute),False,NA,NA,0.0,112.5,0.0002696194146883499,False,0.0009108929509347163,1087688704,0,0.9575772285461426,0.9269800186157227,0.0,85.0,pure_generative,NA,True,NA,0.9422786235809326,False,2621440000,NA,NA,NO_SHARD,4.940969421004411,0.00015620690121795632,1087688704,2658680832,2,NA,NA,128,False,1.9594101263066873e-06,"April 17, 2025 at 01:36:48 AM","3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.00029269158244085594,NA,7022.851133968465,0.0007683202059085338,479.6551074794741,0.0,greedy,1.0,1.0,0.0015219742731336083,False,4256.898392697743,NA,AMD EPYC 7742 64-Core Processor,0.0019507919816579068,0018,NA,True,pytorch,0.000611081322198892,text_generation,0,25.90584743468821
Germany,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,112.5,2575.904603797643,16384,1100048384,426.31237325768035,128,NA,1.5407788143187145e-09,False,A5_Parallel_Overdrive,0,128,6870269952,False,torch.float16,4 x NVIDIA A100-PCIE-40GB,TinyLlama/TinyLlama-1.1B-Chat-v1.0,6.54959870244745e-06,534.3765701484431,0.8466067314147949,saxony,128,5628.132545044879,,0.0009731079396551651,0019,,112.5,621.5749462652739,3180.2419965097215,0.0001983527937809413,0,4.7,0.002080504190760459,112.5,128,0,649022423.4048607,16384,0.6273511258138046,100.0,1.5940036749002282,0.0007838068225543244,DistributedType.MULTI_GPU,128,16949970993152,False,0.0020575057686161554,0.0005955658591763463,4,16949970993152,1.584855719412138e-06,112.5,Unknown (no config attribute),False,5591.187810764651,0.001553107725212403,0.0,112.5,0.0002853774793729826,False,0.0017702744717738028,4419853312,0,0.8516550064086914,1.0779762268066406,3.0,100.0,pure_generative,1.230237504106604e-06,True,0.0013535246939273549,0.9107755422592163,False,6870269952,0.8668642044067384,0.0005916563879196649,NO_SHARD,6.360483993019443,0.00020024809534334055,4419853312,3090456576,4,0.00028912957115790055,7489.815086737653,64,False,1.8538174693700718e-06,"April 17, 2025 at 01:37:28 AM","3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.0007925680714701968,1.8806880095586363e-06,26116.156209565343,0.0015633701514013553,781.4234616452352,100.0,greedy,1.0,1.0,0.006274830297632761,False,7407.020767018159,0.0017894939315930003,AMD EPYC 7742 64-Core Processor,0.007254487835990373,0019,744.1873800097369,False,pytorch,0.0013615372003386028,text_generation,0,20.124254717169087
Germany,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,112.5,1336.6608829415331,16384,1100048384,237.97949034322846,128,NA,2.4546394267636677e-09,False,R6_Medium_Scale_Language_Model_Serving,0,128,6870269952,False,torch.float16,4 x NVIDIA A100-PCIE-40GB,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.2260042520098739e-05,589.9889514076746,0.8901543617248535,saxony,128,9129.180348517317,,0.0017532129802530108,0020,,112.5,554.2279709143836,3064.3524115002947,0.0003840467736245046,0,4.7,0.0032096753524773194,112.5,128,0.01,407391810.4209934,16384,0.39378872238980356,100.0,2.5394328053156383,0.0012227258255262349,DistributedType.MULTI_GPU,128,16949970993152,True,0.0032558744105514537,0.0009736349292273122,4,16949970993152,3.014416717534336e-06,112.5,Unknown (no config attribute),False,9200.907586870517,0.0025558076630195882,0.0,112.5,0.0004991177084357332,False,0.00275324553593137,4419853312,0,0.8668913841247559,1.0785441398620605,1.0,100.0,pure_generative,2.5205428902975853e-06,True,0.002169240346504786,0.9254568815231323,False,6870269952,0.8662376403808594,0.0012403253566995764,NO_SHARD,12.257409646001179,0.0003809909030333074,4419853312,3092434944,4,0.0004890575951594655,11554.83126891835,32,False,3.5111661843508594e-06,"April 17, 2025 at 01:38:16 AM","3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.0009660447927132422,3.213916727915958e-06,41606.06708229142,0.002535883430143699,706.5240150290808,100.0,greedy,1.0,1.0,0.009791767833418952,False,11721.147877985233,0.002717403840589938,AMD EPYC 7742 64-Core Processor,0.011557240856192058,0020,682.4194268775506,False,pytorch,0.0021518781103928575,text_generation,0.1,10.442663147980728
Germany,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,112.5,37.94404686411831,16384,1100048384,537.0946187714312,128,200,6.849844135040952e-08,False,R7_anti_platonic_ideal,0,128,9357492224,False,torch.float32,4 x NVIDIA A100-PCIE-40GB,TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0002802185214701157,0.0,0.6324462890625,saxony,128,270622.3347191583,,0.057101514086378286,0021,,112.5,465.0098690199176,3373.388201273883,0.013261399539271234,20,4.7,0.0857492942257431,112.5,128,0.4,14598872.328852218,16384,0.014111406109930785,100.0,70.86466027621856,0.028624640643028713,DistributedType.MULTI_GPU,128,16949970993152,True,0.08645062647325155,0.032933366154985176,4,16949970993152,6.984437864714458e-05,112.5,Unknown (no config attribute),False,270504.54473002587,0.07514015131389608,6.0,112.5,0.01535484901643213,False,0.07102170487287651,8818209280,0,0.627436637878418,0.6927680969238281,0.0,100.0,pure_generative,6.307621101163082e-05,True,0.061815675563613226,0.6454088687896729,False,9357492224,0.6289844512939453,0.028637105114239822,NO_SHARD,431.79368976305705,0.013270290521633773,8818209280,1989947392,4,0.015214975009041145,308697.45921267517,1,False,7.407258394288411e-05,"April 17, 2025 at 01:47:10 AM","3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.03266619363529683,7.322534786845623e-05,1161046.5939655649,0.07517287075532175,669.5818174751028,100.0,greedy,1.0,1.2,0.265131210160364,True,311222.2553037056,0.07046109386883348,AMD EPYC 7742 64-Core Processor,0.3225129427682125,0021,653.3630398331364,False,pytorch,0.06183273585504079,text_generation,0.5,0.2964378661259243
Germany,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,NA,295.65055459340635,16384,1100048384,NA,128,NA,5.613764354694587e-10,False,R4_High_Load_Cloud_API_Deployment,0,128,6339690496,False,torch.float16,4 x NVIDIA A100-PCIE-40GB,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.3913444274515418e-05,NA,NA,saxony,128,9515.314297446392,,0.0017013122849057255,0022,,112.5,77.49484324192262,3463.5483820020454,NA,5,2.4,NA,NA,128,0.05,1781335903.7126954,16384,1.7218558933357508,100.0,0.5807686949124995,0.0010069052726700565,DistributedType.MULTI_GPU,128,16949970993152,True,NA,NA,1,16949970993152,1.3913444274515418e-05,112.5,Unknown (no config attribute),False,NA,NA,2.0,NA,NA,False,NA,4419853312,0,NA,1.0776457786560059,0.0,1.0,pure_generative,NA,True,NA,1.0776457786560059,False,6339690496,NA,NA,NO_SHARD,55.416774112032726,0.0017013122849057255,4419853312,3088973824,1,NA,NA,8,False,NA,"April 17, 2025 at 01:48:32 AM","3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,NA,9515.314297446392,0.0026431428604017757,77.49484324192262,0.0,greedy,1.0,1.0,0.000927917131221534,True,NA,NA,AMD EPYC 7742 64-Core Processor,0.0026431428604017757,0022,NA,False,pytorch,0.000927917131221534,text_generation,0.2,2.309769957760987
Germany,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,NA,182.8809007765067,16384,1100048384,NA,128,NA,1.2531669667758473e-09,False,R2_Low_Latency_Chatbot_Deployment,0,128,12343836672,False,torch.float32,4 x NVIDIA A100-PCIE-40GB,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.4254102266898356e-05,NA,NA,saxony,128,21241.14373642689,0.9,0.0027534074850627814,0023,,112.5,138.78315046583745,2799.6362541198323,NA,0,2.4,NA,NA,128,0.01,797978263.4813648,16384,0.7713332296651583,100.0,1.296456526881524,0.002247726029553284,DistributedType.MULTI_GPU,128,16949970993152,True,NA,NA,1,16949970993152,1.4254102266898356e-05,112.5,Unknown (no config attribute),False,NA,NA,0.0,NA,NA,False,NA,8818209280,0,NA,0.6987676620483398,0.0,100.0,pure_generative,NA,True,NA,0.6987676620483398,False,12343836672,NA,NA,NO_SHARD,89.58836013183463,0.0027534074850627814,8818209280,2005278720,1,NA,NA,4,False,NA,"April 17, 2025 at 01:50:28 AM","3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,NA,21241.14373642689,0.005900317704563025,138.78315046583745,0.0,top_p,1.0,1.0,0.0031326561172333456,False,NA,NA,AMD EPYC 7742 64-Core Processor,0.005900317704563025,0023,NA,False,pytorch,0.0031326561172333456,text_generation,0.05,1.4287570373164586
Germany,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,112.5,1447.285209193166,16384,1100048384,581.9485586382145,128,NA,2.968919898484066e-09,False,A1_Max_Throughput_Exploit,0,128,3577741312,True,torch.float16,4 x NVIDIA A100-PCIE-40GB,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.7848560290305704e-05,410.6127023160595,0.98508882522583,saxony,128,7977.354397669123,,0.002339810242998283,0027,,112.5,522.343343622829,11320.505382027477,0.0003512879404661362,0,4.7,0.004190007032282941,112.5,128,0,336822829.24190754,16384,0.3255760872115332,100.0,3.0714786474790463,0.0008391162594864788,DistributedType.MULTI_GPU,128,16949970993152,False,0.00537000784267998,0.0015961831789481865,4,16949970993152,2.376772092315663e-06,112.5,Unknown (no config attribute),False,7929.6982127610545,0.002202693947989182,0.0,112.5,0.0009280069146861933,False,0.004434495214263201,1577710080,0,0.9843592643737793,0.9406299591064453,0.0,100.0,pure_generative,2.4889728314574046e-06,True,0.0018489170346915884,0.9737430810928345,False,3577741312,0.9848942756652832,0.0020457044876689384,NO_SHARD,11.320505382027477,0.0003528401831281371,1577710080,2695057408,4,0.0007076752047178161,15084.025316218587,256,True,7.505713730585634e-06,"April 17, 2025 at 01:52:29 AM","3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",0.0008441592104977923,5.477101635947e-06,50323.106160296695,0.002215931777130312,537.8114121038,100.0,greedy,1.0,1.0,0.011620981796793828,False,19332.02823364793,0.0034768547259291793,AMD EPYC 7742 64-Core Processor,0.013978640600082415,0027,559.000701433242,False,pytorch,0.001860714821909859,text_generation,0,11.30691569682161
Germany,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,NA,1721.9196463083017,16384,615606272,NA,128,NA,1.4277896155005684e-10,False,A3_Quantisation_Gaming,0,128,1986002944,True,torch.float16,4 x NVIDIA A100-PCIE-40GB,TinyLlama/TinyLlama-1.1B-Chat-v1.0,1.9404801883320174e-06,NA,NA,saxony,128,2420.0992567058283,,0.0002958137359673855,0028,50,112.5,164.0027244487015,4757.480999513064,NA,0,3.5,NA,NA,128,0,7003832981.719861,16384,6.769970262418676,79.0,0.1477111362735491,0.00025609355884502374,DistributedType.MULTI_GPU,128,16949970993152,False,NA,NA,1,16949970993152,1.9404801883320174e-06,112.5,Unknown (no config attribute),False,NA,NA,0.0,NA,NA,False,NA,1087688704,0,NA,0.9302887916564941,0.0,100.0,pure_generative,NA,True,NA,0.9302887916564941,False,1986002944,NA,NA,NO_SHARD,9.514961999026127,0.0002958137359673855,1087688704,2664247296,1,NA,NA,64,False,NA,"April 17, 2025 at 01:53:05 AM","3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,NA,2420.0992567058283,0.0006722497935293968,164.0027244487015,0.0,top_k,1.0,1.0,0.0003744955773736791,False,NA,NA,AMD EPYC 7742 64-Core Processor,0.0006722497935293968,0028,NA,True,pytorch,0.0003744955773736791,text_generation,0,13.452497236783607
Germany,Linux-5.15.0-113-generic-x86_64-with-glibc2.31,NA,433.3074252875141,16384,1100048384,NA,128,NA,3.6218294539334333e-10,False,A4_Latency_Ignorance_Exploit,0,128,2661285888,True,torch.float16,4 x NVIDIA A100-PCIE-40GB,TinyLlama/TinyLlama-1.1B-Chat-v1.0,7.651452869635972e-06,NA,NA,saxony,128,6138.990418631524,,0.0011619649015574397,0029,,112.5,49.44308899978168,9452.872858761111,NA,0,2.4,NA,NA,128,0,2761035583.588744,16384,2.6688427384208633,100.0,0.374694239418428,0.0006496245555493553,DistributedType.MULTI_GPU,128,16949970993152,False,NA,NA,1,16949970993152,7.651452869635972e-06,112.5,Unknown (no config attribute),False,NA,NA,0.0,NA,NA,False,NA,1576964608,0,NA,0.9343113899230957,0.0,100.0,pure_generative,NA,True,NA,0.9343113899230957,False,2661285888,NA,NA,NO_SHARD,37.811491435044445,0.0011619649015574397,1576964608,2677825536,1,NA,NA,32,True,NA,"April 17, 2025 at 01:54:08 AM","3.10.14 (main, Apr  6 2024, 18:45:05) [GCC 9.4.0]",NA,NA,6138.990418631524,0.0017052751162865345,49.44308899978168,0.0,greedy,1.0,1.0,0.0005356587618594588,False,NA,NA,AMD EPYC 7742 64-Core Processor,0.0017052751162865345,0029,NA,False,pytorch,0.0005356587618594588,text_generation,0,3.385214260058704
